rank,city,avg,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,latitude,longitude
4316,"Sangeorz Bai, Romania",13,13,20,21,23,24,14,16,-,-,-,7,19,47.3682338,24.674172
4317,"Zarnesti, Romania",13,15,18,19,20,21,18,-,-,-,-,25,18,45.5607354,25.3161793
4318,"Dolgoprudnyy, Russia",13,16,16,11,17,11,10,10,12,15,9,14,14,,
4319,"Elektrostal', Russia",13,16,18,14,16,10,-,-,19,19,10,18,14,55.75016795,38.425014061855265
4320,"Elista, Russia",13,16,17,26,10,9,8,6,6,7,8,14,24,46.306999,44.270187
4321,"Kotel'niki, Russia",13,17,17,12,15,11,9,7,13,16,7,13,13,,
4322,"Moskovskiy, Russia",13,15,16,12,15,10,11,10,12,14,9,13,14,55.6026007,37.3479176
4323,"Nizhniy Novgorod, Russia",13,13,19,12,14,10,8,10,11,15,13,13,12,56.3264816,44.0051395
4324,"Otradnoye, Russia",13,14,15,13,23,6,2,10,7,7,14,28,18,59.772663,30.802027
4325,"Salavat, Russia",13,9,21,9,13,20,11,11,0,0,6,30,22,53.361687,55.924641
4326,"Ufa, Russia",13,18,22,9,17,19,10,11,12,14,9,10,9,54.7261409,55.947499
4327,"Vladimir, Russia",13,20,25,12,14,9,9,12,11,14,8,13,14,56.1288899,40.4075203
4328,"Voskresensk, Russia",13,17,24,15,14,11,8,10,8,11,10,12,16,55.322518,38.6816824
4329,"Yuzhno Sakhalinsk, Russia",13,16,13,20,16,14,10,16,9,10,11,8,7,46.9574273,142.727438
4330,"Knic, Serbia",13,23,22,13,10,8,7,7,8,8,8,18,27,43.9265587,20.7198412
4331,"Borlange, Sweden",13,10,14,28,35,16,13,6,6,7,10,4,8,60.4856426,15.4234561
4332,"Gothenburg, Sweden",13,8,15,14,15,16,15,12,12,14,8,11,10,57.7072326,11.9670171
4333,"Roi Et, Thailand",13,23,18,11,16,15,5,5,10,-,15,20,16,15.7486448,103.7013017
4334,"Laventille, Trinidad And Tobago",13,21,11,46,-,40,5,-,-,-,-,14,17,10.6486237,-61.4900529
4335,"Arhavi, Turkey",13,17,9,12,8,13,13,11,11,10,15,15,17,41.3520702,41.3093534
4336,"Bila Tserkva, Ukraine",13,18,17,18,11,10,9,7,11,14,14,14,18,49.7969703,30.1158069
4337,"Stryy, Ukraine",13,11,12,14,9,15,9,7,9,8,5,26,28,,
4338,"Zolochiv, Ukraine",13,18,17,18,11,7,7,6,8,17,12,14,20,49.8056522,24.8988858
4339,"Caerleon, United Kingdom",13,13,17,11,14,13,17,11,9,17,12,13,13,51.6140152,-2.9590173
4340,"Grangemouth, United Kingdom",13,12,15,12,17,16,15,10,10,13,11,13,14,56.0189027,-3.7230303
4341,"Johnstone, United Kingdom",13,9,13,18,21,16,18,8,9,14,10,13,12,55.836517,-4.5122831
4342,"Woolwich, United Kingdom",13,12,10,17,16,15,17,9,9,16,11,14,12,51.4826696,0.0623335
4343,"Alameda, United States",13,10,14,9,11,10,10,13,15,20,14,17,18,37.6090291,-121.899142
4344,"Arden Arcade, United States",13,13,20,7,7,10,10,10,10,9,7,25,24,38.6039613,-121.38300352999352
4345,"Bear, United States",13,10,11,10,9,10,44,13,10,8,7,10,9,39.6292788,-75.6582628
4346,"Belle Glade, United States",13,12,12,18,12,13,11,13,12,10,13,13,11,26.6845104,-80.6675577
4347,"Bellevue, United States",13,17,8,12,13,13,16,19,12,19,8,8,10,47.6144219,-122.192337
4348,"Cheney, United States",13,4,5,6,5,18,17,18,46,16,8,10,5,47.4892246,-117.579304
4349,"Clarkston, United States",13,16,9,7,5,12,12,8,29,8,13,20,12,42.735863,-83.4188304
4350,"Eagleton Village, United States",13,10,11,13,14,15,23,18,12,11,8,9,9,35.787375,-83.93392388848416
4351,"Fishers, United States",13,12,10,10,8,7,35,20,16,12,11,9,8,39.9555928,-86.0138729
4352,"Jersey City, United States",13,9,10,7,10,11,32,22,13,11,10,10,13,40.7215682,-74.047455
4353,"Knoxville, United States",13,12,12,13,12,11,21,15,11,10,9,15,12,35.9603948,-83.9210261
4354,"Lakeville, United States",13,19,9,9,7,15,33,15,15,12,7,8,11,44.650051,-93.2432791
4355,"Lawrenceburg, United States",13,10,12,14,12,15,19,17,14,12,10,10,9,38.0371378,-84.8962551
4356,"Marysville, United States",13,15,13,12,8,11,10,11,14,11,14,26,15,48.0517429,-122.1768209
4357,"North Laurel, United States",13,11,12,10,12,11,35,16,11,8,7,10,11,39.1153702,-76.8478388
4358,"Pine Ridge, United States",13,12,13,14,11,14,14,16,15,11,12,11,9,34.4395327,-85.7844134
4359,"Portland, United States",13,10,12,12,13,13,14,17,13,15,11,11,10,45.5202471,-122.674194
4360,"Rifle, United States",13,10,8,8,10,20,16,10,21,14,20,11,8,39.5347023,-107.7831199
4361,"Roanoke Rapids, United States",13,9,10,10,13,12,24,19,16,10,7,11,10,36.4558016,-77.6573514
4362,"Tolleson, United States",13,31,29,28,-,-,-,-,-,-,-,27,42,33.4500497,-112.259309
4363,"Ukiah, United States",13,12,13,11,8,8,12,24,20,15,10,16,12,39.1501662,-123.2077861
4364,"Utica, United States",13,10,10,7,11,17,34,18,8,10,8,8,10,43.1009031,-75.2326641
4365,"Hue, Vietnam",13,-,-,-,32,21,12,13,14,17,10,18,19,16.4639321,107.5863388
4366,"Hidden Valley Lake, United States",12,-,-,-,-,-,-,20,19,17,12,37,39,38.8025675,-122.53395009710536
4367,"Lemay, United States",12,10,9,8,8,14,23,13,13,13,11,8,10,38.5298085,-90.28265975107891
4368,"Lewiston, United States",12,13,9,8,8,13,10,13,22,12,11,16,8,44.1004515,-70.2150294
4369,"Lincoln, United States",12,12,8,10,13,14,14,14,12,25,8,8,10,40.8088861,-96.7077751
4370,"Madras, United States",12,15,12,6,4,4,4,11,44,8,11,16,13,44.6334544,-121.129487
4371,"Magalia, United States",12,18,17,12,7,6,7,7,6,8,14,23,20,39.8121058,-121.578305
4372,"Midland, United States",12,12,11,9,6,7,7,15,15,9,14,23,12,31.83688,-102.0103767
4373,"Paradise, United States",12,6,8,6,14,22,24,24,-,-,-,21,14,36.0608658,-115.12510798422218
4374,"Providence, United States",12,8,9,8,9,9,14,18,11,14,25,11,10,41.8239891,-71.4128343
4375,"Rensselaer, United States",12,9,10,8,9,8,31,18,9,10,6,8,13,42.7091389,-73.5107732
4376,"Seattle, United States",12,12,11,10,9,13,9,11,17,11,12,17,11,47.6038321,-122.330062
4377,"Stayton, United States",12,11,11,7,4,10,13,12,22,12,15,21,8,44.8006775,-122.794533
4378,"Susanville, United States",12,25,27,19,12,5,5,7,7,10,-,10,16,40.4162842,-120.653006
4379,"Tukwila, United States",12,11,10,9,7,10,8,12,18,11,13,21,13,47.4627356,-122.2559156
4380,"Weiser, United States",12,16,14,7,6,8,6,11,12,10,12,25,18,44.2454664,-116.9702376
4381,"Westbury, United States",12,13,11,10,9,13,23,16,10,10,8,9,13,40.7556561,-73.5876273
4382,"Concord, Australia",12,9,10,11,8,10,10,12,12,19,13,11,14,-33.8556716,151.1067667
4383,"Hollabrunn, Austria",12,11,13,14,11,13,13,13,12,14,14,8,13,48.5625384,16.0798033
4384,"Innsbruck, Austria",12,16,17,12,7,8,14,11,11,11,14,9,15,47.2654296,11.3927685
4385,"Judenburg, Austria",12,13,16,15,7,12,13,9,11,12,14,9,15,47.1694082,14.6601079
4386,"Liezen, Austria",12,13,17,15,8,11,12,9,10,11,14,10,15,47.5070965,14.212568375549036
4387,"Salzburg, Austria",12,13,18,15,9,11,15,10,10,11,14,8,11,47.7981346,13.0464806
4388,"Spittal An Der Drau, Austria",12,17,19,13,7,8,10,9,10,10,13,11,17,46.7982211,13.4963308
4389,"Wiener Neustadt, Austria",12,12,12,14,10,12,13,10,9,12,13,10,16,47.8131847,16.2441166
4390,"Homyel', Belarus",12,18,10,12,13,7,9,7,11,14,9,13,16,52.4238936,31.0131698
4391,"Brandon, Canada",12,5,7,9,9,15,13,16,15,23,7,13,13,49.8511143,-99.9608924
4392,"Colwood, Canada",12,10,11,13,12,12,12,10,17,12,12,16,11,48.4234135,-123.493964
4393,"Duncan, Canada",12,12,12,11,9,9,9,9,15,11,15,17,13,48.7786872,-123.7080446
4394,"Langley, Canada",12,9,10,13,13,14,11,12,17,12,10,16,9,49.1039289,-122.657047
4395,"New Westminster, Canada",12,8,10,13,12,14,13,12,18,16,11,10,9,49.2067726,-122.9108818
4396,"Port Moody, Canada",12,7,9,12,11,15,13,16,21,14,12,11,7,49.2821981,-122.8293554
4397,"Victoria, Canada",12,11,11,13,14,13,11,12,15,12,12,15,10,48.4283182,-123.364953
4398,"Whistler, Canada",12,8,10,13,11,13,12,13,22,11,7,11,10,50.1171903,-122.9543022
4399,"Jiangshan, China",12,-,-,-,-,-,-,-,-,-,-,72,70,28.7417596,118.6226466
4400,"Shuizhai, China",12,-,-,-,-,-,-,-,-,-,-,71,76,33.6221,113.543
4401,"Kinshasa, Congo (Kinshasa)",12,45,-,-,48,44,-,-,-,-,-,7,5,-4.3196982,15.3424196
4402,"Varkaus, Finland",12,3,6,7,57,14,12,7,7,7,13,6,9,62.3176377,27.8681227
4403,"Venissieux, France",12,3,3,20,12,16,22,17,10,11,6,9,18,45.6977109,4.8855966
4404,"Bayreuth, Germany",12,12,17,13,11,13,15,12,11,12,12,7,9,49.9427202,11.5763079
4405,"Bonn, Germany",12,12,13,9,14,15,14,9,11,12,10,9,11,50.7352621,7.1024635
4406,"Plauen, Germany",12,10,17,11,16,17,16,11,12,13,11,6,9,50.4950632,12.1346523
4407,"Zwickau, Germany",12,12,16,10,13,19,15,11,10,12,10,6,10,50.7185043,12.4939267
4408,"Filyro, Greece",12,24,17,12,9,10,9,10,9,10,14,9,12,40.6921559,23.003321
4409,"Marathonas, Greece",12,22,19,12,10,9,8,10,9,10,14,11,14,38.1532724,23.9620892
4410,"Siteia, Greece",12,24,9,9,12,13,9,10,9,11,12,14,13,35.17730932593085,26.09386024710197
4411,"Sopur, India",12,14,9,11,9,10,10,8,8,9,8,21,22,34.2580062,74.4511792
4412,"Sorong, Indonesia",12,8,7,7,13,10,6,9,13,18,23,15,12,-0.8634105,131.2544805
4413,"Castlebar, Ireland",12,16,12,11,11,10,10,8,8,10,10,21,13,53.8473852,-9.2881409
4414,"Cork, Ireland",12,22,17,16,16,10,8,7,10,9,7,8,10,51.897077,-8.4654674
4415,"Afula, Israel",12,30,36,42,-,-,-,-,-,-,-,13,22,32.60992555,35.287206208512224
4416,"Cagliari, Italy",12,20,20,12,8,7,8,11,8,8,12,10,17,39.2171994,9.113311
4417,"Kuji, Japan",12,9,11,17,17,14,10,15,13,9,8,8,8,40.1904323,141.7756812
4418,"Ulbroka, Latvia",12,17,18,18,11,7,7,6,7,9,8,19,18,56.9389762,24.2946721
4419,"Akmene, Lithuania",12,13,4,6,9,18,19,13,13,11,7,14,16,56.2460515,22.7545972
4420,"Kumanovo, Macedonia",12,4,6,6,8,10,17,24,24,21,11,5,2,42.135913,21.7185474
4421,"Toamasina, Madagascar",12,1,1,0,1,1,1,1,1,-,-,107,32,-18.1553985,49.4098352
4422,"Itahari, Nepal",12,-,-,-,-,-,-,-,-,-,-,38,102,26.6622505,87.2748964
4423,"Auckland, New Zealand",12,6,7,6,1,16,12,15,18,21,16,13,13,-36.852095,174.7631803
4424,"Northcote, New Zealand",12,10,-,12,11,14,13,15,15,14,13,11,11,-36.807775,174.7440606
4425,"Waitakere, New Zealand",12,9,11,10,7,17,11,15,12,12,18,10,10,-36.848987,174.5442266
4426,"Alesund, Norway",12,3,6,10,17,13,12,9,7,10,20,20,11,62.48023635,6.555073940277875
4427,"Bergen, Norway",12,13,13,14,13,13,12,7,7,12,10,18,15,60.3943055,5.3259192
4428,"Harstad, Norway",12,9,10,9,34,18,11,7,6,5,11,12,10,68.799943,16.5440322
4429,"Tromso, Norway",12,8,11,7,17,17,18,13,12,9,22,7,7,69.6516345,18.9558585
4430,"Lucena, Philippines",12,19,23,19,45,25,-,-,-,-,-,6,12,13.9358509,121.6130954
4431,"Babeni, Romania",12,7,13,14,17,17,13,10,9,10,10,9,18,44.9753376,24.234565
4432,"Chelyabinsk, Russia",12,13,20,8,8,18,8,10,11,11,7,15,18,55.1598408,61.4025547
4433,"Domodedovo, Russia",12,15,15,10,12,10,8,8,13,16,12,13,13,55.4368213,37.7680693
4434,"Khimki, Russia",12,13,14,10,15,10,10,10,12,15,8,13,13,55.8917293,37.4396994
4435,"Klimovsk, Russia",12,17,15,11,12,8,9,8,12,14,10,14,12,55.354643800000005,37.49750940110229
4436,"Kolomna, Russia",12,15,16,11,13,10,9,10,13,15,8,14,12,55.0995509,38.7811165
4437,"Kolpino, Russia",12,11,13,11,12,9,12,9,12,13,9,13,14,56.026581,29.984261
4438,"Krasnogorsk, Russia",12,16,16,10,15,10,9,9,11,14,8,13,14,55.8217545,37.3400897
4439,"Kurgan, Russia",12,8,16,6,10,25,13,12,12,12,7,11,9,55.41284775,65.38521650075313
4440,"Moscow, Russia",12,14,14,9,14,11,9,9,11,14,9,14,17,55.7505412,37.6174782
4441,"Reutov, Russia",12,14,14,10,14,10,9,10,11,15,8,12,12,55.7637361,37.862538689546184
4442,"Ryazan', Russia",12,14,17,12,14,10,9,11,10,14,9,12,15,54.6702523,39.68844236231995
4443,"Vidnoye, Russia",12,14,14,10,13,10,9,8,11,14,9,13,14,55.5571496,37.7087142
4444,"Volzhskiy, Russia",12,11,14,27,13,11,9,8,8,11,10,11,14,48.7862021,44.7519454
4445,"Norrkoping, Sweden",12,9,18,18,20,15,12,6,7,10,4,9,10,58.5909124,16.1903511
4446,"Ornskoldsvik, Sweden",12,4,5,21,35,24,12,7,7,6,18,4,3,63.2888613,18.7160209
4447,"Uppsala, Sweden",12,8,11,15,19,18,15,11,11,11,7,7,8,59.8586126,17.6387436
4448,"Si Satchanalai, Thailand",12,21,27,26,25,7,2,2,3,-,4,10,12,17.5177681,99.762991
4449,"Boryspil', Ukraine",12,23,15,18,9,8,7,6,9,11,9,11,15,50.3512101,30.95077
4450,"Kharkiv, Ukraine",12,19,15,19,10,7,8,8,10,13,14,10,11,49.9923181,36.2310146
4451,"Odesa, Ukraine",12,20,21,17,9,9,9,8,10,9,5,10,13,46.4843023,30.7322878
4452,"Cramond, United Kingdom",12,12,15,16,15,14,13,8,7,10,9,11,10,55.9711016,-3.3067256
4453,"East Kilbride, United Kingdom",12,10,12,14,15,14,14,7,6,8,10,15,14,55.7601174,-4.1796401
4454,"Horley, United Kingdom",12,-,55,-,-,-,-,-,-,28,22,23,13,51.1716895,-0.1640754
4455,"Irvine, United Kingdom",12,12,16,13,17,13,15,9,8,13,9,11,11,55.6143121,-4.6655591
4456,"Rhymney, United Kingdom",12,9,15,12,13,12,17,8,8,15,11,9,11,51.7614493,-3.2869347
4457,"Spitalfields, United Kingdom",12,21,22,12,14,16,19,15,-,-,-,16,11,51.5195274,-0.0751701
4458,"Thornton Heath, United Kingdom",12,18,16,11,15,11,13,7,9,14,10,12,9,51.39911,-0.0986059
4459,"Anaconda, United States",12,25,21,10,8,11,5,13,10,5,6,16,17,46.1294685,-112.953131
4460,"Bar Harbor, United States",12,9,11,12,13,15,14,14,13,14,11,11,11,44.3876378,-68.2043361
4461,"Beacon, United States",12,11,11,8,9,8,33,18,14,9,7,8,13,41.5048402,-73.9695409
4462,"Bemidji, United States",12,10,6,7,6,13,26,18,17,18,4,5,8,47.4785418,-94.8907869
4463,"Bloomington, United States",12,10,9,11,9,8,35,13,10,6,6,12,9,39.1670396,-86.5342881
4464,"Clayton, United States",12,11,11,10,8,12,22,13,13,13,9,13,9,33.5204959,-84.3591713
4465,"Colorado Springs, United States",12,10,9,11,15,21,10,14,15,14,11,10,4,38.8339578,-104.825348
4466,"Columbia, United States",12,9,12,13,12,13,18,15,11,11,9,10,8,34.0003117,-81.0331309
4467,"Cookeville, United States",12,8,11,12,10,12,20,16,12,13,9,10,9,36.1623886,-85.4997057
4468,"Cottage Grove, United States",12,12,14,8,4,3,2,6,44,8,10,20,14,44.8277446,-92.9438218
4469,"Crescent City, United States",12,-,-,-,-,-,-,18,34,38,19,18,15,41.7538193,-124.1966461
4470,"Dyersburg, United States",12,9,13,13,9,12,19,14,13,13,10,9,8,36.0346393,-89.3857496
4471,"Eagle Pass, United States",12,7,12,14,12,15,22,19,15,9,7,7,8,28.7083999,-100.503941
4472,"Eugene, United States",12,8,8,5,4,12,10,11,23,13,12,26,13,44.0505054,-123.0950506
4473,"Fife, United States",12,11,10,8,8,9,8,11,18,11,13,21,14,47.2359524,-122.3626381
4474,"Gridley, United States",12,7,13,5,8,10,11,13,15,12,12,21,20,40.7433682,-88.8814578
4475,"Harriman, United States",12,10,11,12,10,11,18,15,11,11,8,9,13,41.308427,-74.1445899
4476,"Slanic, Romania",11,17,14,21,11,8,8,9,10,7,4,10,14,45.2283862,24.8892827
4477,"Balashikha, Russia",11,9,9,8,18,10,8,9,11,15,8,11,14,55.7997662,37.9373707
4478,"Berdsk, Russia",11,-,-,-,-,-,-,-,-,-,-,66,67,54.75795,83.1068095
4479,"Dedovsk, Russia",11,12,12,9,15,9,10,10,11,12,8,11,12,55.8667313,37.1256813
4480,"Iskitim, Russia",11,-,-,-,-,-,-,-,-,-,-,66,66,54.6426269,83.3035676
4481,"Kazan, Russia",11,11,17,10,14,11,9,10,9,13,8,11,10,55.7823547,49.1242266
4482,"Krasnoarmeysk, Russia",11,13,16,10,10,9,7,8,10,13,7,13,15,56.1210895,38.1457655
4483,"Mytishchi, Russia",11,14,13,10,14,9,8,9,11,13,11,12,13,55.9094928,37.7339358
4484,"Rostov, Russia",11,10,11,26,5,6,6,5,6,11,13,14,19,47.2216548,39.7096061
4485,"Sterlitamak, Russia",11,11,15,8,12,16,12,8,9,12,8,9,10,53.632374,55.952259
4486,"Vsevolozhsk, Russia",11,11,13,10,9,8,9,8,9,14,7,13,18,60.024006,30.646042
4487,"Zelenodol'sk, Russia",11,12,17,18,10,7,5,6,6,6,14,14,11,55.8477605,48.5097031
4488,"Kranjska Gora, Slovenia",11,9,15,12,8,9,12,10,11,11,11,11,10,46.485132,13.7843957
4489,"Linkoping, Sweden",11,12,19,20,16,13,12,6,6,7,4,9,9,58.4098135,15.6245252
4490,"Masaka, Uganda",11,39,-,-,-,-,-,-,-,-,-,40,47,-0.483142,31.8318894741654
4491,"Cherkasy, Ukraine",11,16,12,15,10,5,7,7,7,11,11,15,17,49.1460165,31.2271744
4492,"Chornomors'k, Ukraine",11,18,14,12,8,9,11,9,12,10,5,10,13,47.01301116122107,31.920990016271617
4493,"Vyshneve, Ukraine",11,21,12,17,15,8,6,6,7,8,7,11,15,50.3917497,30.3678999
4494,"Broxburn, United Kingdom",11,9,13,13,15,14,13,7,8,10,9,9,9,55.9343917,-3.4693866
4495,"Cupar, United Kingdom",11,10,15,14,17,15,13,8,8,8,9,9,9,56.3193913,-3.0116545
4496,"Dunfermline, United Kingdom",11,11,12,17,16,14,11,6,7,9,9,9,9,56.0713724,-3.4616183
4497,"Inverness, United Kingdom",11,9,11,14,12,12,15,9,9,12,8,10,12,57.4790124,-4.225739
4498,"Leith, United Kingdom",11,7,12,10,15,15,14,7,8,9,12,10,9,55.9725499,-3.1709492
4499,"Partick, United Kingdom",11,11,13,12,15,14,11,7,7,11,10,12,12,55.8714897,-4.3087197
4500,"Polegate, United Kingdom",11,12,17,11,15,12,10,9,-,-,-,20,23,50.82768365,0.244665171592643
4501,"Queensferry, United Kingdom",11,19,18,15,14,11,9,6,6,8,9,11,11,55.9902293,-3.3966999
4502,"Radcliffe, United Kingdom",11,10,15,11,15,12,10,5,7,10,10,15,10,53.5593382,-2.3261546
4503,"Uddingston, United Kingdom",11,8,13,9,15,14,14,7,8,11,10,11,10,55.8189907,-4.0821743
4504,"Altamont, United States",11,14,12,6,4,4,4,9,27,11,11,21,13,42.7006324,-74.0337382
4505,"Baker City, United States",11,16,13,11,7,4,4,7,14,7,11,23,20,44.7748748,-117.834384
4506,"East Peoria, United States",11,14,11,-,11,15,-,22,16,11,9,11,10,40.666149,-89.5800978
4507,"Ellensburg, United States",11,13,10,7,6,7,8,8,34,8,9,13,10,46.9970635,-120.545122
4508,"Emmett, United States",11,10,8,7,7,14,8,12,13,10,11,16,13,39.307218,-96.056105
4509,"Grand Junction, United States",11,10,11,8,12,12,10,13,10,11,12,13,8,39.0672568,-108.56448
4510,"Hartberg, Austria",11,10,13,14,8,10,10,10,11,13,11,8,13,47.2809371,15.9691769
4511,"Krems An Der Donau, Austria",11,13,14,14,9,12,13,10,8,10,7,9,16,48.4108382,15.6003717
4512,"Sankt Andra, Austria",11,12,15,13,8,9,11,10,12,13,12,9,11,46.7661111,14.8236111
4513,"Schladming, Austria",11,12,15,13,7,7,10,7,10,9,10,9,19,47.3940415,13.6867878
4514,"Antigonish, Canada",11,11,11,11,12,12,12,10,10,11,10,11,11,45.6213607,-61.9904928
4515,"Cape Breton, Canada",11,11,10,13,13,11,12,9,9,11,10,10,11,46.2950327,-60.93605535048172
4516,"Grand Falls, Canada",11,12,10,11,12,11,14,8,8,14,14,13,10,47.047563,-67.7407527
4517,"Kentville, Canada",11,9,10,11,13,12,13,13,10,10,10,10,10,45.0784875,-64.495212
4518,"Medicine Hat, Canada",11,6,5,10,4,14,12,25,15,26,5,6,3,50.04303,-110.679016
4519,"Nanaimo, Canada",11,11,12,12,11,13,10,9,13,9,11,12,8,49.163877,-123.938122
4520,"Squamish, Canada",11,6,8,11,10,13,10,10,22,10,10,12,6,49.6980743,-123.155861
4521,"Surrey, Canada",11,8,10,12,12,13,11,11,15,11,8,12,8,49.1913033,-122.849143
4522,"Terrace, Canada",11,9,8,14,12,10,9,10,14,8,14,11,12,54.5172715,-128.599548
4523,"Huasco, Chile",11,11,18,11,12,14,10,11,10,9,10,7,9,-28.4651248,-71.2207947
4524,"Danjiangkou, China",11,-,-,-,-,-,-,-,-,-,-,66,65,32.5453821,111.1846605
4525,"Huazhou, China",11,-,-,-,-,-,-,-,-,-,-,64,69,21.8302699,110.5300134
4526,"Yueqing, China",11,-,-,-,-,-,-,-,-,-,-,75,60,28.1178498,120.9795761
4527,"San Jose, Costa Rica",11,5,5,14,22,17,9,6,13,9,15,10,8,9.9325427,-84.0795782
4528,"Santa Ana, Costa Rica",11,9,10,14,17,14,14,3,14,21,-,8,8,9.918082250000001,-84.1915710101147
4529,"Jyvaskyla, Finland",11,5,9,13,34,13,11,6,7,8,8,6,10,62.2417066,25.7495727
4530,"Kouvola, Finland",11,5,8,12,31,12,13,8,10,10,9,8,9,60.8680928,26.7038517
4531,"Kuopio, Finland",11,7,9,11,31,15,11,7,8,8,10,6,9,62.82411705,27.593200574793077
4532,"Lahti, Finland",11,4,7,8,44,14,10,6,7,8,8,5,8,60.9826014,25.6613764
4533,"Oulu, Finland",11,7,8,10,16,19,15,10,12,10,11,9,8,65.0118734,25.4716809
4534,"Rauma, Finland",11,5,3,11,28,13,13,13,9,9,7,7,9,61.1289148,21.5039401
4535,"Sodankyla, Finland",11,9,10,9,12,13,13,10,12,10,9,10,9,67.4189716,26.5902179
4536,"Huron, United States",11,7,8,5,7,8,11,12,13,14,11,13,17,41.1305303,-82.591828
4537,"Kingsport, United States",11,9,10,10,10,11,20,16,11,9,7,11,7,36.550238,-82.5594293
4538,"Lockwood, United States",11,10,7,12,7,13,7,17,9,22,8,10,9,37.3856044,-93.9532705
4539,"Palmer, United States",11,17,9,8,6,17,9,11,7,6,15,12,13,61.5995703,-149.11109
4540,"Prineville, United States",11,10,8,6,3,3,3,12,44,9,7,16,13,44.2998261,-120.834972
4541,"Ridgefield, United States",11,5,7,4,3,18,18,17,21,14,10,10,5,41.2814842,-73.4981792
4542,"Vancouver, United States",11,13,14,8,6,9,7,9,12,7,11,20,12,45.6306954,-122.6744557
4543,"White Center, United States",11,12,12,10,7,9,7,9,17,10,12,18,13,47.5164297,-122.355739
4544,"Hung Yen, Vietnam",11,7,-,12,-,1,1,1,-,-,-,55,57,20.7833912,106.0699025
4545,"Akureyri, Iceland",11,7,11,11,12,10,11,7,11,14,22,10,7,65.68390355,-18.11217559813441
4546,"Longford, Ireland",11,19,13,12,9,9,6,3,4,7,11,21,15,53.7278,-7.7963816
4547,"Naas, Ireland",11,8,6,7,6,6,7,3,4,7,6,51,20,53.2214677,-6.6574093
4548,"Port Laoise, Ireland",11,14,11,8,10,10,11,7,6,11,14,14,14,53.0368853,-7.3013754
4549,"Wexford, Ireland",11,17,13,10,9,9,11,6,6,13,10,15,15,52.3367671,-6.4601397
4550,"Caserta, Italy",11,-,12,14,14,14,14,13,14,14,11,8,7,41.20351925,14.116862382970815
4551,"Ashino, Japan",11,10,11,16,15,12,9,12,10,8,8,11,8,36.987308,140.1650137
4552,"Pinki, Latvia",11,18,17,15,17,-,5,-,-,16,11,15,22,56.9467341,23.9132758
4553,"Riga, Latvia",11,19,14,10,9,6,7,5,7,10,8,14,23,56.9493977,24.1051846
4554,"Pokhara, Nepal",11,-,-,-,-,-,-,-,-,-,-,54,80,28.209538,83.991402
4555,"Stavanger, Norway",11,15,16,13,11,12,13,5,5,8,6,16,17,58.9699675,5.7318101
4556,"Gibraltar, Gibraltar",10,-,6,9,12,8,7,15,16,9,12,12,15,36.140807,-5.3541295
4557,"Kalamata, Greece",10,15,12,9,9,10,-,-,-,-,-,26,34,37.0372714,22.110707
4558,"Mournies, Greece",10,12,13,10,10,9,7,9,8,9,10,13,8,35.4826437,24.0119151
4559,"Carlow, Ireland",10,10,8,5,7,9,13,6,7,13,11,13,12,52.8408344,-6.9261131
4560,"Dublin, Ireland",10,11,10,11,10,10,10,6,6,12,11,13,12,53.3493795,-6.2605593
4561,"Dun Dealgan, Ireland",10,14,11,8,10,9,9,5,1,13,13,19,13,54.0046033,-6.4008879
4562,"Tralee, Ireland",10,15,9,10,10,8,5,5,4,7,9,17,17,52.2692116,-9.7057047
4563,"Karmi'el, Israel",10,53,-,-,-,-,-,-,-,-,-,30,42,32.9159104,35.293429
4564,"Ferrara, Italy",10,-,-,35,-,-,-,-,-,-,-,40,46,44.766764249999994,11.827938995640167
4565,"Giugliano In Campania, Italy",10,-,6,11,13,13,14,12,17,13,10,7,6,40.9283217,14.2011232
4566,"Modena, Italy",10,-,-,35,-,-,-,-,-,-,-,42,44,44.5384728,10.935960870530739
4567,"Olbia, Italy",10,14,16,11,8,9,8,-,9,7,9,11,20,40.9232659,9.5027442
4568,"Ravenna, Italy",10,-,-,36,-,-,-,-,-,-,-,41,41,44.364060699999996,12.059009490863945
4569,"Murata, Japan",10,7,8,17,17,13,10,11,10,7,6,7,6,38.1185346,140.7225272
4570,"Olaine, Latvia",10,21,17,-,-,-,19,5,7,10,9,13,15,56.7905906,23.9331981
4571,"Strenci, Latvia",10,14,12,9,8,8,7,6,8,11,6,12,15,57.6278347,25.6859132
4572,"Johor Bahru, Malaysia",10,20,9,7,10,7,8,7,9,11,14,10,7,1.4581986,103.7649059
4573,"Petaling Jaya, Malaysia",10,30,18,16,23,7,0,0,0,0,0,6,25,3.0988792,101.6454202
4574,"Ulaangom, Mongolia",10,-,4,69,21,2,-,-,-,-,-,8,16,49.9800327,92.068851
4575,"Cambridge, New Zealand",10,-,-,10,-,11,37,12,11,11,11,9,9,-37.8917889,175.4691069
4576,"Kristiansand, Norway",10,12,17,11,4,7,8,6,6,12,6,13,13,58.085627599999995,7.93185802875815
4577,"Jedlicze, Poland",10,-,-,-,-,-,-,-,-,-,-,66,50,49.714148,21.6421513
4578,"Lubango, Angola",10,11,15,15,20,26,-,-,-,-,-,29,9,-14.9195617,13.4897509
4579,"General Pico, Argentina",10,8,7,9,13,14,10,8,17,7,9,8,11,-35.6591085,-63.7576103
